8,8,8
20,16,12
20,16,12
24,16,12
24,16,12
28,20,12
24,16,12
24,20,12
24,20,12
24,20,12
24,20,12
24,16,12
24,16,12
24,16,12
24,20,12
24,20,12
24,20,16
24,16,12
24,16,12
24,16,12
24,16,12
24,20,12
24,20,12
24,20,12
24,20,12
24,20,12
24,20,12
24,20,12
24,20,4
24,20,4
24,20,4
24,20,4
20,16,4
20,16,4
20,16,0
20,16,0
20,16,4
20,16,8
24,16,8
24,20,8
24,20,8
24,16,8
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,16
24,16,16
24,24,16
24,24,16
24,20,16
24,20,16
24,20,16
24,20,16
24,20,16
24,20,16
24,20,20
24,20,16
20,20,16
20,20,16
20,20,12
16,20,12
16,20,12
16,20,16
16,20,16
12,16,16
12,16,16
12,16,16
12,20,12
12,20,4
12,24,4
16,20,4
16,20,4
12,20,8
12,20,8
12,24,8
12,24,8
16,28,12
12,24,12
12,28,20
16,28,20
12,28,20
12,28,20
12,28,20
12,28,20
12,28,20
12,28,20
16,28,20
12,24,16
12,20,16
8,20,12
8,20,12
8,24,12
8,24,16
8,24,16
8,24,20
8,24,20
8,24,20
8,24,20
8,24,20
12,20,20
8,20,16
8,16,20
8,16,20
8,16,20
8,16,20
8,16,24
8,16,12
8,16,20
8,16,20
8,16,20
8,16,20
8,16,20
8,16,20
8,16,16
8,16,20
8,16,12
8,16,12
8,16,12
16,16,12
8,16,12
12,16,12
12,16,16
8,16,12
8,16,12
8,16,12
8,16,12
0,16,12
0,16,12
4,20,12
4,12,8
4,12,8
8,16,8
8,16,8
8,16,8
8,16,8
12,16,8
12,12,8
12,12,8
12,12,8
16,8,8
16,4,4
16,4,4
16,0,4
16,0,4
