8,8,8
24,16,12
24,16,12
28,20,12
28,20,12
24,20,12
24,20,12
24,16,12
24,16,12
20,20,12
24,20,12
24,20,8
24,16,12
24,12,8
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,16,12
24,20,12
24,20,16
24,16,16
24,16,16
24,16,16
24,16,16
24,20,12
24,20,12
24,20,12
24,20,16
24,20,16
24,20,16
24,20,16
24,24,16
20,20,16
24,24,16
20,24,16
20,24,16
20,24,20
20,28,20
20,28,20
20,24,20
20,24,20
16,24,16
20,24,16
20,20,16
16,20,16
16,20,16
16,20,16
16,20,16
16,20,16
16,20,16
16,20,16
16,20,16
16,24,16
16,20,16
16,24,16
16,24,16
16,24,16
16,24,16
16,24,12
16,24,8
16,20,8
16,20,8
12,20,8
12,20,8
12,20,8
12,24,12
12,24,12
12,24,12
12,28,20
12,28,20
12,28,20
12,28,20
12,28,20
12,28,16
12,24,16
8,20,16
8,20,16
12,20,16
8,20,20
12,20,20
12,20,20
12,24,20
16,24,20
16,24,20
16,24,20
16,20,20
16,20,20
12,16,16
12,16,16
12,16,20
12,16,20
8,16,20
8,16,20
16,16,24
16,20,24
16,20,24
16,20,24
16,20,24
16,20,24
16,20,24
16,20,24
16,16,24
16,16,24
16,16,20
16,16,20
12,20,16
12,20,16
8,20,16
12,16,16
0,16,16
8,20,12
8,20,12
8,20,12
0,16,12
8,20,12
8,20,12
8,16,8
8,16,4
8,16,8
8,16,8
8,16,4
8,16,4
4,16,8
4,16,8
4,16,8
8,16,4
12,8,4
12,8,4
16,8,4
16,4,4
16,4,4
16,4,4
16,0,4
